DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 186.300,  60.500, Reference positions.

 7.00015, 145.000,  77.000, New tracking position
 7.01679, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01681, 145.000, -14.000, New tracking position
 7.03347,  89.497,  32.994, Back to the Sun
 7.03349,  93.571, -27.496, Rotor position possibly out of range
 7.03349,  89.497,  32.994, Sun position possibly out of range
 7.05015,  93.398, -27.324, Rotor position possibly out of range
 7.05016,  89.676,  33.167, Sun position possibly out of range
 7.06682,  93.224, -27.151, Rotor position possibly out of range
 7.06682,  89.856,  33.340, Sun position possibly out of range
 7.08350,  93.050, -26.978, Rotor position possibly out of range
 7.08350,  90.036,  33.513, Sun position possibly out of range
 7.10017,  92.876, -26.805, Rotor position possibly out of range
 7.10017,  90.217,  33.686, Sun position possibly out of range
 7.11684,  92.701, -26.632, Rotor position possibly out of range
 7.11684,  90.398,  33.859, Sun position possibly out of range
 7.13351,  92.526, -26.459, Rotor position possibly out of range
 7.13351,  90.579,  34.032, Sun position possibly out of range
 7.15019,  92.351, -26.286, Rotor position possibly out of range
 7.15019,  90.761,  34.205, Sun position possibly out of range
 7.16686,  92.175, -26.113, Rotor position possibly out of range
 7.16686,  90.943,  34.378, Sun position possibly out of range
 7.18353,  91.999, -25.940, Rotor position possibly out of range
 7.18353,  91.126,  34.551, Sun position possibly out of range
 7.20019,  91.823, -25.767, Rotor position possibly out of range
 7.20019,  91.308,  34.724, Sun position possibly out of range
 7.21686,  91.646, -25.594, Rotor position possibly out of range
 7.21686,  91.492,  34.896, Sun position possibly out of range
 7.23353,  91.469, -25.421, Rotor position possibly out of range
 7.23353,  91.675,  35.069, Sun position possibly out of range
 7.25017, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25019, 145.000,  77.000, New tracking position
 7.26684, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26686, 145.000, -14.000, New tracking position
 7.28350,  92.229,  35.588, Back to the Sun
 7.28353,  90.936, -24.903, Rotor position possibly out of range
 7.28353,  92.229,  35.588, Sun position possibly out of range
 7.30020,  90.757, -24.730, Rotor position possibly out of range
 7.30020,  92.414,  35.761, Sun position possibly out of range
 7.31686,  90.578, -24.557, Rotor position possibly out of range
 7.31686,  92.600,  35.934, Sun position possibly out of range
 7.33353,  90.399, -24.385, Rotor position possibly out of range
 7.33353,  92.786,  36.106, Sun position possibly out of range
 7.35020,  90.219, -24.212, Rotor position possibly out of range
 7.35020,  92.973,  36.279, Sun position possibly out of range
 7.36686,  90.039, -24.039, Rotor position possibly out of range
 7.36686,  93.160,  36.452, Sun position possibly out of range
 7.38353,  89.859, -23.866, Rotor position possibly out of range
 7.38353,  93.348,  36.625, Sun position possibly out of range
 7.40020,  89.678, -23.694, Rotor position possibly out of range
 7.40020,  93.536,  36.797, Sun position possibly out of range
 7.41688,  89.497, -23.521, Rotor position possibly out of range
 7.41688,  93.724,  36.970, Sun position possibly out of range
 7.43355,  89.315, -23.349, Rotor position possibly out of range
 7.43355,  93.913,  37.142, Sun position possibly out of range
 7.45022,  89.133, -23.176, Rotor position possibly out of range
 7.45022,  94.103,  37.315, Sun position possibly out of range
 7.46689,  88.950, -23.004, Rotor position possibly out of range
 7.46689,  94.293,  37.487, Sun position possibly out of range
 7.48357,  88.767, -22.831, Rotor position possibly out of range
 7.48357,  94.483,  37.660, Sun position possibly out of range
 7.50020, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50022, 145.000,  77.000, New tracking position
 7.51688, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51690, 145.000, -14.000, New tracking position
 7.53355,  95.058,  38.177, Back to the Sun
 7.53357,  88.216, -22.314, Rotor position possibly out of range
 7.53357,  95.058,  38.177, Sun position possibly out of range
 7.55024,  88.031, -22.142, Rotor position possibly out of range
 7.55024,  95.251,  38.349, Sun position possibly out of range
 7.56690,  87.846, -21.970, Rotor position possibly out of range
 7.56690,  95.444,  38.522, Sun position possibly out of range
 7.58358,  87.660, -21.797, Rotor position possibly out of range
 7.58358,  95.637,  38.694, Sun position possibly out of range
 7.60025,  87.474, -21.625, Rotor position possibly out of range
 7.60025,  95.832,  38.866, Sun position possibly out of range
 7.61692,  87.287, -21.453, Rotor position possibly out of range
 7.61692,  96.026,  39.038, Sun position possibly out of range
 7.63359,  87.100, -21.281, Rotor position possibly out of range
 7.63359,  96.222,  39.210, Sun position possibly out of range
 7.65025,  86.912, -21.109, Rotor position possibly out of range
 7.65025,  96.418,  39.382, Sun position possibly out of range
 7.66692,  86.724, -20.938, Rotor position possibly out of range
 7.66692,  96.614,  39.554, Sun position possibly out of range
 7.68359,  86.535, -20.766, Rotor position possibly out of range
 7.68359,  96.811,  39.726, Sun position possibly out of range
 7.70026,  86.346, -20.594, Rotor position possibly out of range
 7.70026,  97.009,  39.897, Sun position possibly out of range
 7.71692,  86.156, -20.422, Rotor position possibly out of range
 7.71692,  97.207,  40.069, Sun position possibly out of range
 7.73359,  85.965, -20.251, Rotor position possibly out of range
 7.73359,  97.406,  40.241, Sun position possibly out of range
 7.75023, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75025, 145.000,  77.000, New tracking position
 7.76690, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76692, 145.000, -14.000, New tracking position
 7.78358,  98.006,  40.755, Back to the Sun
 7.78360,  85.391, -19.737, Rotor position possibly out of range
 7.78360,  98.006,  40.755, Sun position possibly out of range
 7.80028,  85.198, -19.565, Rotor position possibly out of range
 7.80028,  98.208,  40.926, Sun position possibly out of range
 7.81695,  85.005, -19.394, Rotor position possibly out of range
 7.81695,  98.410,  41.097, Sun position possibly out of range
 7.83361,  84.811, -19.223, Rotor position possibly out of range
 7.83361,  98.613,  41.268, Sun position possibly out of range
 7.85028,  84.617, -19.052, Rotor position possibly out of range
 7.85028,  98.816,  41.439, Sun position possibly out of range
 7.86694,  84.422, -18.881, Rotor position possibly out of range
 7.86694,  99.020,  41.610, Sun position possibly out of range
 7.88362,  84.226, -18.711, Rotor position possibly out of range
 7.88362,  99.225,  41.781, Sun position possibly out of range
 7.90031,  84.027, -18.537, Rotor position possibly out of range
 7.90031,  99.434,  41.955, Sun position possibly out of range
 7.91699,  83.830, -18.366, Rotor position possibly out of range
 7.91699,  99.640,  42.125, Sun position possibly out of range
 7.93367,  83.632, -18.196, Rotor position possibly out of range
 7.93367,  99.847,  42.296, Sun position possibly out of range
 7.95033,  83.434, -18.026, Rotor position possibly out of range
 7.95033, 100.054,  42.466, Sun position possibly out of range
 7.96700,  83.236, -17.855, Rotor position possibly out of range
 7.96700, 100.263,  42.636, Sun position possibly out of range
 7.98367,  83.036, -17.685, Rotor position possibly out of range
 7.98367, 100.472,  42.807, Sun position possibly out of range
 8.00032, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.00034, 145.000,  77.000, New tracking position
 8.01697, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 8.01699, 145.000, -14.000, New tracking position
 8.03364, 101.103,  43.316, Back to the Sun
 8.03367,  82.434, -17.175, Rotor position possibly out of range
 8.03367, 101.103,  43.316, Sun position possibly out of range
 8.05033,  82.231, -17.006, Rotor position possibly out of range
 8.05033, 101.316,  43.486, Sun position possibly out of range
 8.06700,  82.028, -16.836, Rotor position possibly out of range
 8.06700, 101.529,  43.656, Sun position possibly out of range
 8.08341,  81.828, -16.669, Rotor position possibly out of range
 8.08341, 101.739,  43.822, Sun position possibly out of range
 8.10008,  81.624, -16.500, Rotor position possibly out of range
 8.10008, 101.953,  43.992, Sun position possibly out of range
 8.11674,  81.419, -16.331, Rotor position possibly out of range
 8.11674, 102.169,  44.161, Sun position possibly out of range
 8.13341,  81.213, -16.162, Rotor position possibly out of range
 8.13341, 102.385,  44.330, Sun position possibly out of range
 8.15008,  81.006, -15.993, Rotor position possibly out of range
 8.15008, 102.602,  44.499, Sun position possibly out of range
 8.16675,  80.799, -15.824, Rotor position possibly out of range
 8.16675, 102.820,  44.668, Sun position possibly out of range
 8.18341,  80.591, -15.656, Rotor position possibly out of range
 8.18341, 103.038,  44.836, Sun position possibly out of range
 8.20008,  80.382, -15.487, Rotor position possibly out of range
 8.20008, 103.258,  45.005, Sun position possibly out of range
 8.21675,  80.172, -15.319, Rotor position possibly out of range
 8.21675, 103.478,  45.173, Sun position possibly out of range
 8.23341,  79.962, -15.151, Rotor position possibly out of range
 8.23341, 103.700,  45.341, Sun position possibly out of range
 8.25007, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.25009, 145.000,  77.000, New tracking position
 8.26676, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 8.26678, 145.000, -14.000, New tracking position
 8.28343, 104.369,  45.845, Back to the Sun
