DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 183.400,  60.500, Reference positions.

 7.00030, 145.000,  77.000, New tracking position
 7.01694, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01696, 145.000, -14.000, New tracking position
 7.03362,  90.695,  33.003, Back to the Sun
 7.03364,  92.705, -27.488, Rotor position possibly out of range
 7.03364,  90.695,  33.003, Sun position possibly out of range
 7.05032,  92.524, -27.315, Rotor position possibly out of range
 7.05033,  90.876,  33.176, Sun position possibly out of range
 7.06699,  92.341, -27.142, Rotor position possibly out of range
 7.06699,  91.059,  33.349, Sun position possibly out of range
 7.08366,  92.159, -26.969, Rotor position possibly out of range
 7.08366,  91.241,  33.522, Sun position possibly out of range
 7.10032,  91.976, -26.796, Rotor position possibly out of range
 7.10032,  91.424,  33.695, Sun position possibly out of range
 7.11700,  91.793, -26.623, Rotor position possibly out of range
 7.11700,  91.607,  33.868, Sun position possibly out of range
 7.13366,  91.609, -26.450, Rotor position possibly out of range
 7.13366,  91.791,  34.041, Sun position possibly out of range
 7.15007,  91.428, -26.280, Rotor position possibly out of range
 7.15007,  91.972,  34.211, Sun position possibly out of range
 7.16674,  91.243, -26.107, Rotor position possibly out of range
 7.16674,  92.157,  34.384, Sun position possibly out of range
 7.18341,  91.058, -25.934, Rotor position possibly out of range
 7.18341,  92.342,  34.557, Sun position possibly out of range
 7.20008,  90.873, -25.761, Rotor position possibly out of range
 7.20008,  92.527,  34.730, Sun position possibly out of range
 7.21674,  90.687, -25.589, Rotor position possibly out of range
 7.21674,  92.713,  34.902, Sun position possibly out of range
 7.23341,  90.501, -25.416, Rotor position possibly out of range
 7.23341,  92.899,  35.075, Sun position possibly out of range
 7.25005, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25007, 145.000,  77.000, New tracking position
 7.26672, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26674, 145.000, -14.000, New tracking position
 7.28338,  93.460,  35.593, Back to the Sun
 7.28341,  89.940, -24.898, Rotor position possibly out of range
 7.28341,  93.460,  35.593, Sun position possibly out of range
 7.30009,  89.752, -24.725, Rotor position possibly out of range
 7.30009,  93.648,  35.766, Sun position possibly out of range
 7.31676,  89.563, -24.552, Rotor position possibly out of range
 7.31676,  93.837,  35.939, Sun position possibly out of range
 7.33342,  89.374, -24.380, Rotor position possibly out of range
 7.33342,  94.026,  36.111, Sun position possibly out of range
 7.35011,  89.185, -24.207, Rotor position possibly out of range
 7.35011,  94.215,  36.284, Sun position possibly out of range
 7.36677,  88.995, -24.035, Rotor position possibly out of range
 7.36677,  94.405,  36.456, Sun position possibly out of range
 7.38346,  88.805, -23.862, Rotor position possibly out of range
 7.38346,  94.595,  36.629, Sun position possibly out of range
 7.40015,  88.614, -23.690, Rotor position possibly out of range
 7.40015,  94.786,  36.801, Sun position possibly out of range
 7.41682,  88.423, -23.517, Rotor position possibly out of range
 7.41682,  94.977,  36.974, Sun position possibly out of range
 7.43349,  88.231, -23.345, Rotor position possibly out of range
 7.43349,  95.169,  37.146, Sun position possibly out of range
 7.45016,  88.039, -23.173, Rotor position possibly out of range
 7.45016,  95.361,  37.318, Sun position possibly out of range
 7.46684,  87.846, -23.001, Rotor position possibly out of range
 7.46684,  95.554,  37.491, Sun position possibly out of range
 7.48351,  87.652, -22.828, Rotor position possibly out of range
 7.48351,  95.748,  37.663, Sun position possibly out of range
 7.50015, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50017, 145.000,  77.000, New tracking position
 7.51682, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51684, 145.000, -14.000, New tracking position
 7.53349,  96.331,  38.179, Back to the Sun
 7.53351,  87.069, -22.312, Rotor position possibly out of range
 7.53351,  96.331,  38.179, Sun position possibly out of range
 7.55020,  86.874, -22.140, Rotor position possibly out of range
 7.55020,  96.526,  38.351, Sun position possibly out of range
 7.56687,  86.677, -21.968, Rotor position possibly out of range
 7.56687,  96.723,  38.523, Sun position possibly out of range
 7.58354,  86.481, -21.797, Rotor position possibly out of range
 7.58354,  96.919,  38.695, Sun position possibly out of range
 7.60020,  86.284, -21.625, Rotor position possibly out of range
 7.60020,  97.116,  38.866, Sun position possibly out of range
 7.61687,  86.086, -21.453, Rotor position possibly out of range
 7.61687,  97.314,  39.038, Sun position possibly out of range
 7.63354,  85.887, -21.282, Rotor position possibly out of range
 7.63354,  97.513,  39.210, Sun position possibly out of range
 7.65020,  85.688, -21.110, Rotor position possibly out of range
 7.65020,  97.712,  39.381, Sun position possibly out of range
 7.66688,  85.489, -20.939, Rotor position possibly out of range
 7.66688,  97.911,  39.553, Sun position possibly out of range
 7.68355,  85.288, -20.768, Rotor position possibly out of range
 7.68355,  98.112,  39.724, Sun position possibly out of range
 7.70022,  85.088, -20.596, Rotor position possibly out of range
 7.70022,  98.312,  39.895, Sun position possibly out of range
 7.71689,  84.886, -20.425, Rotor position possibly out of range
 7.71689,  98.514,  40.066, Sun position possibly out of range
 7.73355,  84.684, -20.254, Rotor position possibly out of range
 7.73355,  98.716,  40.237, Sun position possibly out of range
 7.75019, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75021, 145.000,  77.000, New tracking position
 7.76686, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76688, 145.000, -14.000, New tracking position
 7.78353,  99.326,  40.750, Back to the Sun
 7.78355,  84.074, -19.741, Rotor position possibly out of range
 7.78355,  99.326,  40.750, Sun position possibly out of range
 7.80022,  83.869, -19.571, Rotor position possibly out of range
 7.80022,  99.531,  40.921, Sun position possibly out of range
 7.81689,  83.663, -19.400, Rotor position possibly out of range
 7.81689,  99.737,  41.091, Sun position possibly out of range
 7.83356,  83.457, -19.230, Rotor position possibly out of range
 7.83356,  99.943,  41.262, Sun position possibly out of range
 7.85023,  83.250, -19.059, Rotor position possibly out of range
 7.85023, 100.150,  41.432, Sun position possibly out of range
 7.86691,  83.043, -18.889, Rotor position possibly out of range
 7.86691, 100.357,  41.603, Sun position possibly out of range
 7.88358,  82.835, -18.719, Rotor position possibly out of range
 7.88358, 100.565,  41.773, Sun position possibly out of range
 7.90024,  82.626, -18.549, Rotor position possibly out of range
 7.90024, 100.774,  41.943, Sun position possibly out of range
 7.91691,  82.416, -18.379, Rotor position possibly out of range
 7.91691, 100.984,  42.113, Sun position possibly out of range
 7.93359,  82.206, -18.209, Rotor position possibly out of range
 7.93359, 101.194,  42.283, Sun position possibly out of range
 7.95026,  81.994, -18.039, Rotor position possibly out of range
 7.95026, 101.406,  42.452, Sun position possibly out of range
 7.96693,  81.782, -17.870, Rotor position possibly out of range
 7.96693, 101.618,  42.622, Sun position possibly out of range
 7.98360,  81.570, -17.700, Rotor position possibly out of range
 7.98360, 101.830,  42.791, Sun position possibly out of range
 8.00027, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.00029, 145.000,  77.000, New tracking position
