DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 183.400,  60.500, Reference positions.

 7.00009, 145.000,  77.000, New tracking position
 7.01674, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01675, 145.000, -14.000, New tracking position
 7.03340,  93.039,  31.862, Back to the Sun
 7.03343,  90.361, -28.629, Rotor position possibly out of range
 7.03343,  93.039,  31.862, Sun position possibly out of range
 7.05011,  90.175, -28.456, Rotor position possibly out of range
 7.05011,  93.225,  32.035, Sun position possibly out of range
 7.06678,  89.988, -28.283, Rotor position possibly out of range
 7.06678,  93.412,  32.208, Sun position possibly out of range
 7.08344,  89.801, -28.111, Rotor position possibly out of range
 7.08344,  93.599,  32.380, Sun position possibly out of range
 7.10011,  89.614, -27.938, Rotor position possibly out of range
 7.10011,  93.786,  32.553, Sun position possibly out of range
 7.11678,  89.426, -27.765, Rotor position possibly out of range
 7.11678,  93.974,  32.726, Sun position possibly out of range
 7.13345,  89.238, -27.593, Rotor position possibly out of range
 7.13346,  94.162,  32.898, Sun position possibly out of range
 7.15012,  89.050, -27.420, Rotor position possibly out of range
 7.15012,  94.350,  33.071, Sun position possibly out of range
 7.16678,  88.861, -27.248, Rotor position possibly out of range
 7.16678,  94.539,  33.243, Sun position possibly out of range
 7.18345,  88.671, -27.075, Rotor position possibly out of range
 7.18345,  94.729,  33.416, Sun position possibly out of range
 7.20011,  88.481, -26.903, Rotor position possibly out of range
 7.20012,  94.919,  33.588, Sun position possibly out of range
 7.21679,  88.291, -26.731, Rotor position possibly out of range
 7.21679,  95.109,  33.761, Sun position possibly out of range
 7.23346,  88.100, -26.558, Rotor position possibly out of range
 7.23346,  95.300,  33.933, Sun position possibly out of range
 7.25010, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25012, 145.000,  77.000, New tracking position
 7.26676, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26678, 145.000, -14.000, New tracking position
 7.28345,  95.875,  34.450, Back to the Sun
 7.28347,  87.525, -26.042, Rotor position possibly out of range
 7.28347,  95.875,  34.450, Sun position possibly out of range
 7.30014,  87.333, -25.869, Rotor position possibly out of range
 7.30014,  96.067,  34.622, Sun position possibly out of range
 7.31681,  87.140, -25.697, Rotor position possibly out of range
 7.31681,  96.260,  34.794, Sun position possibly out of range
 7.33348,  86.946, -25.525, Rotor position possibly out of range
 7.33348,  96.454,  34.966, Sun position possibly out of range
 7.35014,  86.752, -25.353, Rotor position possibly out of range
 7.35014,  96.648,  35.138, Sun position possibly out of range
 7.36682,  86.557, -25.182, Rotor position possibly out of range
 7.36682,  96.843,  35.310, Sun position possibly out of range
 7.38349,  86.362, -25.010, Rotor position possibly out of range
 7.38349,  97.038,  35.482, Sun position possibly out of range
 7.40015,  86.167, -24.838, Rotor position possibly out of range
 7.40015,  97.233,  35.653, Sun position possibly out of range
 7.41684,  85.971, -24.666, Rotor position possibly out of range
 7.41684,  97.429,  35.825, Sun position possibly out of range
 7.43349,  85.774, -24.495, Rotor position possibly out of range
 7.43349,  97.626,  35.997, Sun position possibly out of range
 7.45015,  85.577, -24.323, Rotor position possibly out of range
 7.45015,  97.823,  36.168, Sun position possibly out of range
 7.46682,  85.379, -24.152, Rotor position possibly out of range
 7.46682,  98.021,  36.339, Sun position possibly out of range
 7.48350,  85.181, -23.981, Rotor position possibly out of range
 7.48350,  98.219,  36.511, Sun position possibly out of range
 7.50014, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50016, 145.000,  77.000, New tracking position
 7.51681, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51682, 145.000, -14.000, New tracking position
 7.53347,  98.817,  37.024, Back to the Sun
 7.53350,  84.583, -23.467, Rotor position possibly out of range
 7.53350,  98.817,  37.024, Sun position possibly out of range
 7.55017,  84.382, -23.296, Rotor position possibly out of range
 7.55017,  99.018,  37.195, Sun position possibly out of range
 7.56684,  84.181, -23.125, Rotor position possibly out of range
 7.56684,  99.219,  37.366, Sun position possibly out of range
 7.58351,  83.980, -22.955, Rotor position possibly out of range
 7.58351,  99.420,  37.537, Sun position possibly out of range
 7.60017,  83.777, -22.784, Rotor position possibly out of range
 7.60017,  99.623,  37.708, Sun position possibly out of range
 7.61684,  83.574, -22.613, Rotor position possibly out of range
 7.61684,  99.826,  37.878, Sun position possibly out of range
 7.63351,  83.371, -22.443, Rotor position possibly out of range
 7.63351, 100.029,  38.049, Sun position possibly out of range
 7.65018,  83.167, -22.273, Rotor position possibly out of range
 7.65018, 100.233,  38.219, Sun position possibly out of range
 7.66684,  82.962, -22.102, Rotor position possibly out of range
 7.66684, 100.438,  38.389, Sun position possibly out of range
 7.68351,  82.757, -21.932, Rotor position possibly out of range
 7.68351, 100.643,  38.560, Sun position possibly out of range
 7.70018,  82.551, -21.762, Rotor position possibly out of range
 7.70018, 100.849,  38.730, Sun position possibly out of range
 7.71685,  82.344, -21.592, Rotor position possibly out of range
 7.71685, 101.056,  38.900, Sun position possibly out of range
 7.73351,  82.137, -21.422, Rotor position possibly out of range
 7.73351, 101.263,  39.069, Sun position possibly out of range
 7.75017, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75019, 145.000,  77.000, New tracking position
 7.76684, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76686, 145.000, -14.000, New tracking position
 7.78351, 101.889,  39.578, Back to the Sun
 7.78353,  81.511, -20.914, Rotor position possibly out of range
 7.78353, 101.889,  39.578, Sun position possibly out of range
 7.80021,  81.301, -20.744, Rotor position possibly out of range
 7.80021, 102.099,  39.747, Sun position possibly out of range
 7.81687,  81.090, -20.575, Rotor position possibly out of range
 7.81687, 102.310,  39.917, Sun position possibly out of range
 7.83355,  80.878, -20.406, Rotor position possibly out of range
 7.83355, 102.522,  40.086, Sun position possibly out of range
 7.85021,  80.666, -20.237, Rotor position possibly out of range
 7.85021, 102.734,  40.255, Sun position possibly out of range
 7.86688,  80.453, -20.069, Rotor position possibly out of range
 7.86688, 102.947,  40.423, Sun position possibly out of range
 7.88355,  80.240, -19.900, Rotor position possibly out of range
 7.88355, 103.160,  40.592, Sun position possibly out of range
 7.90022,  80.025, -19.731, Rotor position possibly out of range
 7.90022, 103.375,  40.761, Sun position possibly out of range
 7.91689,  79.810, -19.563, Rotor position possibly out of range
 7.91689, 103.590,  40.929, Sun position possibly out of range
 7.93356,  79.595, -19.395, Rotor position possibly out of range
 7.93356, 103.805,  41.097, Sun position possibly out of range
 7.95022,  79.378, -19.227, Rotor position possibly out of range
 7.95022, 104.022,  41.265, Sun position possibly out of range
 7.96689,  79.161, -19.059, Rotor position possibly out of range
 7.96689, 104.239,  41.433, Sun position possibly out of range
 7.98356,  78.942, -18.891, Rotor position possibly out of range
 7.98356, 104.458,  41.601, Sun position possibly out of range
 8.00022, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.00024, 145.000,  77.000, New tracking position
