DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 183.400,  60.500, Reference positions.

 7.00018, 145.000,  77.000, New tracking position
 7.01684, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01685, 145.000, -14.000, New tracking position
 7.03351,  90.139,  33.110, Back to the Sun
 7.03353,  93.261, -27.381, Rotor position possibly out of range
 7.03353,  90.139,  33.110, Sun position possibly out of range
 7.05019,  93.080, -27.208, Rotor position possibly out of range
 7.05020,  90.320,  33.283, Sun position possibly out of range
 7.06686,  92.899, -27.035, Rotor position possibly out of range
 7.06686,  90.501,  33.456, Sun position possibly out of range
 7.08353,  92.718, -26.862, Rotor position possibly out of range
 7.08353,  90.682,  33.629, Sun position possibly out of range
 7.10020,  92.536, -26.689, Rotor position possibly out of range
 7.10020,  90.864,  33.802, Sun position possibly out of range
 7.11686,  92.354, -26.516, Rotor position possibly out of range
 7.11686,  91.046,  33.975, Sun position possibly out of range
 7.13355,  92.171, -26.343, Rotor position possibly out of range
 7.13355,  91.229,  34.148, Sun position possibly out of range
 7.15021,  91.988, -26.170, Rotor position possibly out of range
 7.15021,  91.412,  34.321, Sun position possibly out of range
 7.16689,  91.805, -25.997, Rotor position possibly out of range
 7.16689,  91.595,  34.494, Sun position possibly out of range
 7.18355,  91.621, -25.824, Rotor position possibly out of range
 7.18355,  91.779,  34.667, Sun position possibly out of range
 7.20022,  91.437, -25.651, Rotor position possibly out of range
 7.20022,  91.963,  34.840, Sun position possibly out of range
 7.21689,  91.252, -25.478, Rotor position possibly out of range
 7.21689,  92.148,  35.012, Sun position possibly out of range
 7.23357,  91.067, -25.306, Rotor position possibly out of range
 7.23357,  92.333,  35.185, Sun position possibly out of range
 7.25022, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25024, 145.000,  77.000, New tracking position
 7.26689, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26690, 145.000, -14.000, New tracking position
 7.28355,  92.891,  35.704, Back to the Sun
 7.28358,  90.509, -24.787, Rotor position possibly out of range
 7.28358,  92.891,  35.704, Sun position possibly out of range
 7.30025,  90.323, -24.615, Rotor position possibly out of range
 7.30025,  93.077,  35.876, Sun position possibly out of range
 7.31692,  90.135, -24.442, Rotor position possibly out of range
 7.31692,  93.265,  36.049, Sun position possibly out of range
 7.33360,  89.948, -24.269, Rotor position possibly out of range
 7.33360,  93.452,  36.222, Sun position possibly out of range
 7.35030,  89.760, -24.096, Rotor position possibly out of range
 7.35030,  93.640,  36.395, Sun position possibly out of range
 7.36698,  89.568, -23.921, Rotor position possibly out of range
 7.36698,  93.832,  36.570, Sun position possibly out of range
 7.38364,  89.379, -23.748, Rotor position possibly out of range
 7.38364,  94.021,  36.743, Sun position possibly out of range
 7.40031,  89.189, -23.576, Rotor position possibly out of range
 7.40031,  94.211,  36.915, Sun position possibly out of range
 7.41698,  88.999, -23.403, Rotor position possibly out of range
 7.41698,  94.401,  37.088, Sun position possibly out of range
 7.43365,  88.808, -23.231, Rotor position possibly out of range
 7.43365,  94.592,  37.260, Sun position possibly out of range
 7.45032,  88.617, -23.058, Rotor position possibly out of range
 7.45032,  94.783,  37.433, Sun position possibly out of range
 7.46698,  88.426, -22.886, Rotor position possibly out of range
 7.46698,  94.974,  37.605, Sun position possibly out of range
 7.48365,  88.234, -22.714, Rotor position possibly out of range
 7.48365,  95.166,  37.777, Sun position possibly out of range
 7.50029, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50031, 145.000,  77.000, New tracking position
 7.51696, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51698, 145.000, -14.000, New tracking position
 7.53363,  95.746,  38.294, Back to the Sun
 7.53365,  87.654, -22.197, Rotor position possibly out of range
 7.53365,  95.746,  38.294, Sun position possibly out of range
 7.55033,  87.460, -22.025, Rotor position possibly out of range
 7.55033,  95.940,  38.466, Sun position possibly out of range
 7.56701,  87.265, -21.853, Rotor position possibly out of range
 7.56701,  96.135,  38.638, Sun position possibly out of range
 7.58341,  87.073, -21.684, Rotor position possibly out of range
 7.58341,  96.327,  38.807, Sun position possibly out of range
 7.60008,  86.877, -21.512, Rotor position possibly out of range
 7.60008,  96.523,  38.979, Sun position possibly out of range
 7.61676,  86.681, -21.340, Rotor position possibly out of range
 7.61676,  96.719,  39.151, Sun position possibly out of range
 7.63342,  86.484, -21.168, Rotor position possibly out of range
 7.63342,  96.916,  39.323, Sun position possibly out of range
 7.65009,  86.286, -20.997, Rotor position possibly out of range
 7.65009,  97.114,  39.495, Sun position possibly out of range
 7.66676,  86.088, -20.825, Rotor position possibly out of range
 7.66676,  97.312,  39.666, Sun position possibly out of range
 7.68343,  85.889, -20.654, Rotor position possibly out of range
 7.68343,  97.511,  39.838, Sun position possibly out of range
 7.70009,  85.689, -20.482, Rotor position possibly out of range
 7.70009,  97.711,  40.009, Sun position possibly out of range
 7.71676,  85.489, -20.311, Rotor position possibly out of range
 7.71676,  97.911,  40.181, Sun position possibly out of range
 7.73343,  85.289, -20.139, Rotor position possibly out of range
 7.73343,  98.111,  40.352, Sun position possibly out of range
 7.75007, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75009, 145.000,  77.000, New tracking position
 7.76674, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76676, 145.000, -14.000, New tracking position
 7.78341,  98.717,  40.866, Back to the Sun
 7.78343,  84.683, -19.626, Rotor position possibly out of range
 7.78343,  98.717,  40.866, Sun position possibly out of range
 7.80010,  84.479, -19.455, Rotor position possibly out of range
 7.80010,  98.921,  41.037, Sun position possibly out of range
 7.81679,  84.275, -19.284, Rotor position possibly out of range
 7.81679,  99.125,  41.207, Sun position possibly out of range
 7.83346,  84.071, -19.113, Rotor position possibly out of range
 7.83346,  99.329,  41.378, Sun position possibly out of range
 7.85013,  83.865, -18.943, Rotor position possibly out of range
 7.85013,  99.535,  41.549, Sun position possibly out of range
 7.86680,  83.659, -18.772, Rotor position possibly out of range
 7.86680,  99.741,  41.720, Sun position possibly out of range
 7.88347,  83.453, -18.602, Rotor position possibly out of range
 7.88347,  99.947,  41.890, Sun position possibly out of range
 7.90014,  83.245, -18.431, Rotor position possibly out of range
 7.90014, 100.155,  42.060, Sun position possibly out of range
 7.91681,  83.037, -18.261, Rotor position possibly out of range
 7.91681, 100.363,  42.231, Sun position possibly out of range
 7.93347,  82.828, -18.091, Rotor position possibly out of range
 7.93347, 100.572,  42.401, Sun position possibly out of range
 7.95015,  82.619, -17.921, Rotor position possibly out of range
 7.95015, 100.781,  42.571, Sun position possibly out of range
 7.96682,  82.408, -17.751, Rotor position possibly out of range
 7.96682, 100.992,  42.741, Sun position possibly out of range
 7.98350,  82.197, -17.581, Rotor position possibly out of range
 7.98350, 101.203,  42.911, Sun position possibly out of range
 8.00016, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.00018, 145.000,  77.000, New tracking position
