DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00028, 186.300,  60.500, Reference positions.

 7.00031, 145.000,  77.000, New tracking position
 7.01695, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01697, 145.000, -14.000, New tracking position
 7.03361,  89.359,  32.515, Back to the Sun
 7.03364,  93.693, -27.976, Rotor position possibly out of range
 7.03364,  89.359,  32.515, Sun position possibly out of range
 7.05031,  93.519, -27.803, Rotor position possibly out of range
 7.05031,  89.539,  32.688, Sun position possibly out of range
 7.06699,  93.345, -27.630, Rotor position possibly out of range
 7.06699,  89.718,  32.861, Sun position possibly out of range
 7.08366,  93.171, -27.457, Rotor position possibly out of range
 7.08366,  89.898,  33.034, Sun position possibly out of range
 7.10032,  92.997, -27.284, Rotor position possibly out of range
 7.10032,  90.079,  33.207, Sun position possibly out of range
 7.11699,  92.823, -27.111, Rotor position possibly out of range
 7.11699,  90.259,  33.380, Sun position possibly out of range
 7.13365,  92.648, -26.938, Rotor position possibly out of range
 7.13365,  90.440,  33.553, Sun position possibly out of range
 7.15033,  92.472, -26.765, Rotor position possibly out of range
 7.15033,  90.622,  33.725, Sun position possibly out of range
 7.16700,  92.297, -26.592, Rotor position possibly out of range
 7.16700,  90.804,  33.898, Sun position possibly out of range
 7.18368,  92.121, -26.420, Rotor position possibly out of range
 7.18368,  90.986,  34.071, Sun position possibly out of range
 7.20035,  91.945, -26.247, Rotor position possibly out of range
 7.20035,  91.168,  34.244, Sun position possibly out of range
 7.21701,  91.768, -26.074, Rotor position possibly out of range
 7.21701,  91.351,  34.417, Sun position possibly out of range
 7.23368,  91.591, -25.901, Rotor position possibly out of range
 7.23368,  91.535,  34.590, Sun position possibly out of range
 7.25032, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25034, 145.000,  77.000, New tracking position
 7.26699, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26701, 145.000, -14.000, New tracking position
 7.28366,  92.087,  35.108, Back to the Sun
 7.28368,  91.059, -25.382, Rotor position possibly out of range
 7.28368,  92.087,  35.108, Sun position possibly out of range
 7.30008,  90.883, -25.213, Rotor position possibly out of range
 7.30008,  92.269,  35.278, Sun position possibly out of range
 7.31675,  90.705, -25.040, Rotor position possibly out of range
 7.31675,  92.455,  35.451, Sun position possibly out of range
 7.33343,  90.526, -24.867, Rotor position possibly out of range
 7.33343,  92.640,  35.624, Sun position possibly out of range
 7.35009,  90.346, -24.694, Rotor position possibly out of range
 7.35009,  92.827,  35.797, Sun position possibly out of range
 7.36676,  90.166, -24.522, Rotor position possibly out of range
 7.36676,  93.013,  35.969, Sun position possibly out of range
 7.38343,  89.986, -24.349, Rotor position possibly out of range
 7.38343,  93.201,  36.142, Sun position possibly out of range
 7.40009,  89.805, -24.176, Rotor position possibly out of range
 7.40009,  93.388,  36.315, Sun position possibly out of range
 7.41676,  89.624, -24.004, Rotor position possibly out of range
 7.41676,  93.576,  36.487, Sun position possibly out of range
 7.43343,  89.443, -23.831, Rotor position possibly out of range
 7.43343,  93.765,  36.660, Sun position possibly out of range
 7.45010,  89.261, -23.659, Rotor position possibly out of range
 7.45010,  93.954,  36.833, Sun position possibly out of range
 7.46677,  89.079, -23.486, Rotor position possibly out of range
 7.46677,  94.144,  37.005, Sun position possibly out of range
 7.48344,  88.896, -23.314, Rotor position possibly out of range
 7.48344,  94.334,  37.178, Sun position possibly out of range
 7.50009, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50011, 145.000,  77.000, New tracking position
 7.51675, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51677, 145.000, -14.000, New tracking position
 7.53342,  94.907,  37.695, Back to the Sun
 7.53345,  88.346, -22.796, Rotor position possibly out of range
 7.53345,  94.907,  37.695, Sun position possibly out of range
 7.55011,  88.161, -22.624, Rotor position possibly out of range
 7.55011,  95.099,  37.867, Sun position possibly out of range
 7.56677,  87.976, -22.452, Rotor position possibly out of range
 7.56677,  95.291,  38.039, Sun position possibly out of range
 7.58344,  87.791, -22.280, Rotor position possibly out of range
 7.58344,  95.485,  38.211, Sun position possibly out of range
 7.60011,  87.605, -22.108, Rotor position possibly out of range
 7.60011,  95.678,  38.384, Sun position possibly out of range
 7.61678,  87.419, -21.936, Rotor position possibly out of range
 7.61678,  95.872,  38.556, Sun position possibly out of range
 7.63345,  87.232, -21.764, Rotor position possibly out of range
 7.63345,  96.067,  38.728, Sun position possibly out of range
 7.65013,  87.044, -21.592, Rotor position possibly out of range
 7.65013,  96.262,  38.900, Sun position possibly out of range
 7.66679,  86.856, -21.420, Rotor position possibly out of range
 7.66679,  96.458,  39.071, Sun position possibly out of range
 7.68346,  86.668, -21.248, Rotor position possibly out of range
 7.68346,  96.655,  39.243, Sun position possibly out of range
 7.70013,  86.479, -21.076, Rotor position possibly out of range
 7.70013,  96.852,  39.415, Sun position possibly out of range
 7.71680,  86.290, -20.905, Rotor position possibly out of range
 7.71680,  97.049,  39.587, Sun position possibly out of range
 7.73346,  86.100, -20.733, Rotor position possibly out of range
 7.73346,  97.248,  39.758, Sun position possibly out of range
 7.75012, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75014, 145.000,  77.000, New tracking position
 7.76678, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76680, 145.000, -14.000, New tracking position
 7.78348,  97.846,  40.273, Back to the Sun
 7.78351,  85.527, -20.219, Rotor position possibly out of range
 7.78351,  97.846,  40.273, Sun position possibly out of range
 7.80018,  85.335, -20.047, Rotor position possibly out of range
 7.80018,  98.047,  40.444, Sun position possibly out of range
 7.81686,  85.142, -19.876, Rotor position possibly out of range
 7.81686,  98.248,  40.615, Sun position possibly out of range
 7.83353,  84.949, -19.705, Rotor position possibly out of range
 7.83353,  98.450,  40.786, Sun position possibly out of range
 7.85020,  84.755, -19.534, Rotor position possibly out of range
 7.85020,  98.653,  40.957, Sun position possibly out of range
 7.86687,  84.561, -19.363, Rotor position possibly out of range
 7.86687,  98.856,  41.128, Sun position possibly out of range
 7.88354,  84.366, -19.192, Rotor position possibly out of range
 7.88354,  99.060,  41.299, Sun position possibly out of range
