DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 183.400,  60.500, Reference positions.

 7.00015, 145.000,  77.000, New tracking position
 7.01682, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01684, 145.000, -14.000, New tracking position
 7.03349,  92.158,  32.381, Back to the Sun
 7.03351,  91.242, -28.110, Rotor position possibly out of range
 7.03351,  92.158,  32.381, Sun position possibly out of range
 7.05020,  91.057, -27.937, Rotor position possibly out of range
 7.05021,  92.343,  32.554, Sun position possibly out of range
 7.06688,  90.872, -27.764, Rotor position possibly out of range
 7.06688,  92.528,  32.727, Sun position possibly out of range
 7.08355,  90.687, -27.592, Rotor position possibly out of range
 7.08355,  92.713,  32.899, Sun position possibly out of range
 7.10021,  90.501, -27.419, Rotor position possibly out of range
 7.10021,  92.899,  33.072, Sun position possibly out of range
 7.11692,  90.315, -27.246, Rotor position possibly out of range
 7.11692,  93.085,  33.245, Sun position possibly out of range
 7.13358,  90.129, -27.073, Rotor position possibly out of range
 7.13358,  93.271,  33.418, Sun position possibly out of range
 7.15029,  89.942, -26.900, Rotor position possibly out of range
 7.15029,  93.458,  33.591, Sun position possibly out of range
 7.16695,  89.754, -26.728, Rotor position possibly out of range
 7.16695,  93.646,  33.763, Sun position possibly out of range
 7.18362,  89.567, -26.555, Rotor position possibly out of range
 7.18362,  93.833,  33.936, Sun position possibly out of range
 7.20029,  89.378, -26.383, Rotor position possibly out of range
 7.20029,  94.022,  34.109, Sun position possibly out of range
 7.21699,  89.186, -26.207, Rotor position possibly out of range
 7.21699,  94.214,  34.284, Sun position possibly out of range
 7.23366,  88.997, -26.035, Rotor position possibly out of range
 7.23366,  94.403,  34.457, Sun position possibly out of range
 7.25030, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25032, 145.000,  77.000, New tracking position
 7.26696, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26699, 145.000, -14.000, New tracking position
 7.28363,  94.973,  34.974, Back to the Sun
 7.28366,  88.427, -25.517, Rotor position possibly out of range
 7.28366,  94.973,  34.974, Sun position possibly out of range
 7.30032,  88.236, -25.345, Rotor position possibly out of range
 7.30032,  95.164,  35.146, Sun position possibly out of range
 7.31674,  88.048, -25.175, Rotor position possibly out of range
 7.31674,  95.352,  35.316, Sun position possibly out of range
 7.33344,  87.856, -25.003, Rotor position possibly out of range
 7.33344,  95.544,  35.488, Sun position possibly out of range
 7.35012,  87.664, -24.831, Rotor position possibly out of range
 7.35012,  95.736,  35.660, Sun position possibly out of range
 7.36679,  87.471, -24.659, Rotor position possibly out of range
 7.36679,  95.929,  35.832, Sun position possibly out of range
 7.38350,  87.277, -24.487, Rotor position possibly out of range
 7.38350,  96.123,  36.005, Sun position possibly out of range
 7.40019,  87.084, -24.315, Rotor position possibly out of range
 7.40019,  96.316,  36.177, Sun position possibly out of range
 7.41686,  86.889, -24.143, Rotor position possibly out of range
 7.41686,  96.511,  36.349, Sun position possibly out of range
 7.43356,  86.694, -23.971, Rotor position possibly out of range
 7.43356,  96.706,  36.520, Sun position possibly out of range
 7.45022,  86.499, -23.799, Rotor position possibly out of range
 7.45022,  96.901,  36.692, Sun position possibly out of range
 7.46689,  86.303, -23.627, Rotor position possibly out of range
 7.46689,  97.097,  36.864, Sun position possibly out of range
 7.48359,  86.106, -23.456, Rotor position possibly out of range
 7.48359,  97.294,  37.036, Sun position possibly out of range
 7.50026, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50028, 145.000,  77.000, New tracking position
 7.51694, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51696, 145.000, -14.000, New tracking position
 7.53360,  97.887,  37.550, Back to the Sun
 7.53363,  85.513, -22.941, Rotor position possibly out of range
 7.53363,  97.887,  37.550, Sun position possibly out of range
 7.55031,  85.311, -22.767, Rotor position possibly out of range
 7.55031,  98.089,  37.725, Sun position possibly out of range
 7.56700,  85.112, -22.596, Rotor position possibly out of range
 7.56700,  98.288,  37.896, Sun position possibly out of range
 7.58367,  84.912, -22.424, Rotor position possibly out of range
 7.58367,  98.488,  38.067, Sun position possibly out of range
 7.60033,  84.711, -22.253, Rotor position possibly out of range
 7.60033,  98.689,  38.238, Sun position possibly out of range
 7.61700,  84.510, -22.082, Rotor position possibly out of range
 7.61700,  98.890,  38.409, Sun position possibly out of range
 7.63343,  84.312, -21.914, Rotor position possibly out of range
 7.63343,  99.088,  38.577, Sun position possibly out of range
 7.65013,  84.110, -21.743, Rotor position possibly out of range
 7.65013,  99.290,  38.748, Sun position possibly out of range
 7.66679,  83.907, -21.573, Rotor position possibly out of range
 7.66679,  99.493,  38.919, Sun position possibly out of range
 7.68346,  83.703, -21.402, Rotor position possibly out of range
 7.68346,  99.697,  39.090, Sun position possibly out of range
 7.70013,  83.499, -21.231, Rotor position possibly out of range
 7.70013,  99.901,  39.260, Sun position possibly out of range
 7.71679,  83.294, -21.061, Rotor position possibly out of range
 7.71679, 100.106,  39.431, Sun position possibly out of range
 7.73347,  83.088, -20.891, Rotor position possibly out of range
 7.73347, 100.312,  39.601, Sun position possibly out of range
 7.75014, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75016, 145.000,  77.000, New tracking position
 7.76684, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76686, 145.000, -14.000, New tracking position
 7.78351, 100.932,  40.111, Back to the Sun
 7.78353,  82.468, -20.380, Rotor position possibly out of range
 7.78353, 100.932,  40.111, Sun position possibly out of range
 7.80020,  82.260, -20.211, Rotor position possibly out of range
 7.80020, 101.140,  40.281, Sun position possibly out of range
 7.81690,  82.051, -20.041, Rotor position possibly out of range
 7.81690, 101.349,  40.451, Sun position possibly out of range
 7.83357,  81.841, -19.871, Rotor position possibly out of range
 7.83357, 101.559,  40.621, Sun position possibly out of range
 7.85024,  81.631, -19.702, Rotor position possibly out of range
 7.85024, 101.769,  40.790, Sun position possibly out of range
 7.86694,  81.420, -19.532, Rotor position possibly out of range
 7.86694, 101.980,  40.960, Sun position possibly out of range
 7.88361,  81.208, -19.363, Rotor position possibly out of range
 7.88361, 102.192,  41.129, Sun position possibly out of range
 7.90027,  80.995, -19.194, Rotor position possibly out of range
 7.90027, 102.405,  41.298, Sun position possibly out of range
 7.91694,  80.782, -19.025, Rotor position possibly out of range
 7.91694, 102.618,  41.467, Sun position possibly out of range
 7.93366,  80.565, -18.853, Rotor position possibly out of range
 7.93366, 102.835,  41.638, Sun position possibly out of range
 7.95008,  80.353, -18.688, Rotor position possibly out of range
 7.95008, 103.047,  41.804, Sun position possibly out of range
 7.96677,  80.138, -18.519, Rotor position possibly out of range
 7.96677, 103.262,  41.973, Sun position possibly out of range
 7.98344,  79.922, -18.351, Rotor position possibly out of range
 7.98344, 103.478,  42.141, Sun position possibly out of range
 8.00012, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.00014, 145.000,  77.000, New tracking position
