time,temp_degC,precip_mm,irrad_W_m2
2025-06-13T07:50:00Z,24.0,0.0,595
2025-06-13T08:00:00Z,25.1,0.0,543
2025-06-13T08:20:00Z,25.0,0.0,657
2025-06-13T08:20:00Z,25.0,0.0,657
2025-06-13T08:50:00Z,25.6,0.0,726
2025-06-13T09:00:00Z,26.0,0.0,746
2025-06-13T09:20:00Z,26.5,0.0,769
2025-06-13T09:30:00Z,26.9,0.0,785
2025-06-13T09:50:00Z,27.2,0.0,830
2025-06-13T10:00:00Z,26.9,0.0,830
2025-06-13T10:20:00Z,28.1,0.0,862
2025-06-13T10:30:00Z,27.8,0.0,880
2025-06-13T10:50:00Z,28.0,0.0,895
2025-06-13T11:00:00Z,28.3,0.0,900
2025-06-13T11:10:00Z,28.2,0.0,907
2025-06-13T11:30:00Z,29.3,0.0,909
2025-06-13T11:50:00Z,29.2,0.0,905
2025-06-13T12:00:00Z,29.0,0.0,901
2025-06-13T12:10:00Z,28.8,0.0,891
2025-06-13T12:30:00Z,28.4,0.0,882
2025-06-13T12:50:00Z,29.4,0.0,853
2025-06-13T13:00:00Z,29.7,0.0,844
2025-06-13T13:20:00Z,30.2,0.0,836
2025-06-13T13:30:00Z,29.3,0.0,810
2025-06-13T13:50:00Z,29.9,0.0,778
2025-06-13T14:00:00Z,29.6,0.0,767
2025-06-13T14:20:00Z,30.3,0.0,768
2025-06-13T14:30:00Z,29.4,0.0,464
