time,temp_degC,precip_mm,irrad_W_m2
2025-06-26T07:50:00Z,26.7,0.0,588
2025-06-26T07:50:00Z,26.7,0.0,588
2025-06-26T08:20:00Z,27.0,0.0,719
2025-06-26T08:30:00Z,28.8,0.0,731
2025-06-26T08:50:00Z,29.0,0.0,716
2025-06-26T08:50:00Z,29.0,0.0,716
2025-06-26T09:20:00Z,28.1,0.0,435
2025-06-26T09:30:00Z,28.7,0.0,620
2025-06-26T09:40:00Z,29.4,0.0,735
2025-06-26T09:50:00Z,29.0,0.0,249
2025-06-26T10:10:00Z,28.2,0.0,290
2025-06-26T10:30:00Z,29.7,0.0,290
2025-06-26T10:50:00Z,29.3,0.0,700
2025-06-26T11:00:00Z,29.4,0.0,955
2025-06-26T11:20:00Z,30.3,0.0,971
2025-06-26T11:30:00Z,29.8,0.0,990
2025-06-26T11:50:00Z,29.1,0.0,803
2025-06-26T12:00:00Z,29.5,0.0,367
2025-06-26T12:20:00Z,28.0,0.0,153
2025-06-26T12:30:00Z,28.3,0.0,73
2025-06-26T12:50:00Z,28.3,0.0,86
2025-06-26T13:00:00Z,28.4,0.0,51
2025-06-26T13:20:00Z,28.2,0.0,54
2025-06-26T13:30:00Z,27.7,0.0,41
2025-06-26T13:50:00Z,27.1,0.0,32
2025-06-26T14:00:00Z,27.4,0.0,42
2025-06-26T14:20:00Z,18.8,10.4,0
2025-06-26T14:30:00Z,20.9,0.4,9
