time,temp_degC,precip_mm,irrad_W_m2
2025-05-28T07:40:00Z,17.8,0.0,628
2025-05-28T08:00:00Z,17.7,0.0,644
2025-05-28T08:20:00Z,19.6,0.0,635
2025-05-28T08:20:00Z,19.6,0.0,651
2025-05-28T08:50:00Z,18.6,0.0,748
2025-05-28T09:00:00Z,20.2,0.0,784
2025-05-28T09:20:00Z,19.9,0.0,715
2025-05-28T09:20:00Z,19.9,0.0,715
2025-05-28T09:50:00Z,20.9,0.0,924
2025-05-28T09:50:00Z,20.9,0.0,924
2025-05-28T10:20:00Z,20.6,0.0,800
2025-05-28T10:20:00Z,20.6,0.0,834
2025-05-28T10:50:00Z,20.6,0.0,943
2025-05-28T10:50:00Z,20.6,0.0,747
2025-05-28T11:20:00Z,21.7,0.0,618
2025-05-28T11:30:00Z,21.7,0.0,618
2025-05-28T11:50:00Z,21.7,0.0,650
2025-05-28T12:00:00Z,22.8,0.0,699
2025-05-28T12:20:00Z,21.7,0.0,345
2025-05-28T12:20:00Z,21.7,0.0,492
2025-05-28T12:50:00Z,22.0,0.0,583
2025-05-28T13:00:00Z,22.3,0.0,439
2025-05-28T13:20:00Z,21.9,0.0,388
2025-05-28T13:20:00Z,21.9,0.0,673
2025-05-28T13:40:00Z,22.0,0.0,394
2025-05-28T13:50:00Z,21.9,0.0,374
2025-05-28T14:20:00Z,22.4,0.0,411
2025-05-28T14:20:00Z,22.4,0.0,411
