time,temp_degC,precip_mm,irrad_W_m2
2025-06-23T07:50:00Z,24.0,0.0,568
2025-06-23T08:00:00Z,24.3,0.0,639
2025-06-23T08:20:00Z,24.4,0.0,689
2025-06-23T08:30:00Z,24.6,0.0,711
2025-06-23T08:50:00Z,25.7,0.0,752
2025-06-23T09:00:00Z,25.5,0.0,775
2025-06-23T09:20:00Z,26.1,0.0,859
2025-06-23T09:20:00Z,26.1,0.0,859
2025-06-23T09:50:00Z,25.9,0.0,707
2025-06-23T10:00:00Z,27.0,0.0,707
2025-06-23T10:20:00Z,26.9,0.0,695
2025-06-23T10:30:00Z,27.0,0.0,488
2025-06-23T10:40:00Z,27.3,0.0,460
2025-06-23T10:50:00Z,27.2,0.0,478
2025-06-23T11:20:00Z,26.7,0.0,793
2025-06-23T11:30:00Z,27.3,0.0,487
2025-06-23T11:50:00Z,28.1,0.0,521
2025-06-23T11:50:00Z,28.1,0.0,939
2025-06-23T12:10:00Z,27.6,0.0,191
2025-06-23T12:30:00Z,26.3,0.7,19
2025-06-23T12:50:00Z,21.5,0.7,119
2025-06-23T12:50:00Z,21.5,0.0,299
2025-06-23T13:10:00Z,23.7,0.0,802
2025-06-23T13:30:00Z,25.4,0.0,894
2025-06-23T13:50:00Z,25.6,0.0,837
2025-06-23T13:50:00Z,25.6,0.0,814
2025-06-23T14:20:00Z,26.5,0.0,753
2025-06-23T14:30:00Z,26.0,0.0,725
2025-06-23T22:50:00Z,22.2,0.0,0
2025-06-23T23:00:00Z,21.9,0.0,0
2025-06-23T23:10:00Z,21.4,0.0,0
2025-06-23T23:30:00Z,21.4,0.0,0
