time,temp_degC,precip_mm,irrad_W_m2
2025-06-25T07:40:00Z,25.6,0.0,574
2025-06-25T08:00:00Z,25.8,0.0,629
2025-06-25T08:20:00Z,26.7,0.0,690
2025-06-25T08:30:00Z,25.9,0.0,702
2025-06-25T08:50:00Z,26.1,0.0,785
2025-06-25T08:50:00Z,26.1,0.0,809
2025-06-25T09:20:00Z,26.9,0.0,642
2025-06-25T09:30:00Z,26.2,0.0,565
2025-06-25T09:50:00Z,28.0,0.0,573
2025-06-25T09:50:00Z,28.0,0.0,824
2025-06-25T10:20:00Z,29.0,0.0,843
2025-06-25T10:30:00Z,28.5,0.0,861
2025-06-25T10:50:00Z,30.0,0.0,912
2025-06-25T11:00:00Z,28.9,0.0,917
2025-06-25T11:20:00Z,28.7,0.0,916
2025-06-25T11:30:00Z,29.6,0.0,920
2025-06-25T11:50:00Z,29.7,0.0,916
2025-06-25T11:50:00Z,29.7,0.0,916
2025-06-25T12:20:00Z,30.2,0.0,906
2025-06-25T12:30:00Z,30.4,0.0,886
2025-06-25T12:50:00Z,30.1,0.0,861
2025-06-25T12:50:00Z,30.1,0.0,847
2025-06-25T13:20:00Z,30.7,0.0,826
2025-06-25T13:30:00Z,30.7,0.0,826
2025-06-25T13:50:00Z,31.5,0.0,793
2025-06-25T14:00:00Z,31.2,0.0,754
2025-06-25T14:20:00Z,31.4,0.0,718
2025-06-25T14:30:00Z,31.7,0.0,696
