time,temp_degC,precip_mm,irrad_W_m2
2025-05-22T08:50:00Z,13.1,0.1,142
2025-05-22T09:20:00Z,13.0,0.0,153
2025-05-22T09:20:00Z,13.0,0.0,196
2025-05-22T09:40:00Z,13.3,0.0,201
2025-05-22T09:50:00Z,13.3,0.0,201
2025-05-22T10:10:00Z,13.4,0.0,192
2025-05-22T10:20:00Z,13.4,0.0,174
2025-05-22T10:50:00Z,14.0,0.0,179
2025-05-22T10:50:00Z,14.0,0.0,193
2025-05-22T11:10:00Z,14.5,0.0,356
2025-05-22T11:30:00Z,15.5,0.0,508
2025-05-22T11:40:00Z,15.4,0.0,550
2025-05-22T11:50:00Z,15.8,0.0,550
2025-05-22T12:10:00Z,16.1,0.0,400
2025-05-22T12:30:00Z,16.4,0.0,375
2025-05-22T12:40:00Z,16.7,0.0,466
2025-05-22T12:50:00Z,17.1,0.0,466
2025-05-22T13:20:00Z,17.3,0.0,337
2025-05-22T13:30:00Z,17.3,0.0,302
2025-05-22T13:50:00Z,17.6,0.0,255
2025-05-22T13:50:00Z,17.6,0.0,229
2025-05-22T14:10:00Z,17.7,0.0,221
2025-05-22T14:30:00Z,17.8,0.0,204
