time,temp_degC,precip_mm,irrad_W_m2
2025-06-14T07:50:00Z,25.8,0.0,574
2025-06-14T07:50:00Z,25.8,0.0,600
2025-06-14T08:10:00Z,26.4,0.0,620
2025-06-14T08:20:00Z,27.1,0.0,642
2025-06-14T08:40:00Z,25.9,0.0,693
2025-06-14T09:00:00Z,26.7,0.0,715
2025-06-14T09:10:00Z,27.2,0.0,758
2025-06-14T09:20:00Z,27.7,0.0,775
2025-06-14T09:50:00Z,27.5,0.0,822
2025-06-14T10:00:00Z,27.9,0.0,822
2025-06-14T10:20:00Z,28.8,0.0,857
2025-06-14T10:30:00Z,28.0,0.0,857
2025-06-14T10:40:00Z,27.8,0.0,873
2025-06-14T11:00:00Z,29.8,0.0,887
2025-06-14T11:20:00Z,29.3,0.0,893
2025-06-14T11:30:00Z,28.7,0.0,898
2025-06-14T11:50:00Z,29.2,0.0,896
2025-06-14T12:00:00Z,29.0,0.0,902
2025-06-14T12:20:00Z,29.5,0.0,837
2025-06-14T12:20:00Z,29.5,0.0,168
2025-06-14T12:40:00Z,28.2,0.0,81
2025-06-14T12:50:00Z,27.6,0.0,61
2025-06-14T13:10:00Z,27.5,0.0,46
2025-06-14T13:20:00Z,27.7,0.0,35
2025-06-14T13:40:00Z,27.1,0.0,59
2025-06-14T14:00:00Z,27.3,0.0,70
2025-06-14T14:20:00Z,26.5,0.0,109
2025-06-14T14:20:00Z,26.5,0.0,109
2025-06-14T22:50:00Z,21.3,0.0,0
2025-06-14T23:00:00Z,21.5,0.0,0
2025-06-14T23:20:00Z,21.3,0.0,0
2025-06-14T23:20:00Z,21.3,0.0,0
