time,temp_degC,precip_mm,irrad_W_m2
2025-06-04T07:40:00Z,16.9,0.0,68
2025-06-04T08:00:00Z,17.4,0.0,68
2025-06-04T08:20:00Z,17.3,0.0,94
2025-06-04T08:30:00Z,17.1,0.0,90
2025-06-04T08:50:00Z,17.6,0.0,114
2025-06-04T08:50:00Z,17.6,0.0,114
2025-06-04T09:20:00Z,17.8,0.0,187
2025-06-04T09:30:00Z,18.0,0.0,187
2025-06-04T09:50:00Z,18.0,0.0,138
2025-06-04T10:00:00Z,18.0,0.0,130
2025-06-04T10:10:00Z,17.9,0.0,149
2025-06-04T10:20:00Z,18.1,0.0,149
2025-06-04T10:50:00Z,18.4,0.0,152
2025-06-04T11:00:00Z,18.6,0.0,129
2025-06-04T11:20:00Z,18.1,0.0,110
2025-06-04T11:30:00Z,18.7,0.0,48
2025-06-04T11:50:00Z,18.6,0.0,72
2025-06-04T12:00:00Z,18.4,0.0,190
2025-06-04T12:20:00Z,18.1,0.0,31
2025-06-04T12:30:00Z,18.3,0.0,18
2025-06-04T12:50:00Z,17.5,0.6,25
2025-06-04T12:50:00Z,17.5,0.4,25
2025-06-04T13:10:00Z,17.4,0.6,24
2025-06-04T13:30:00Z,16.8,0.6,14
2025-06-04T13:40:00Z,16.5,1.7,16
2025-06-04T13:50:00Z,16.3,1.5,38
2025-06-04T14:20:00Z,15.9,0.9,17
2025-06-04T14:30:00Z,16.2,1.6,14
