time,temp_degC,precip_mm,irrad_W_m2
2025-05-24T07:50:00Z,16.5,0.0,657
2025-05-24T08:00:00Z,16.4,0.0,654
2025-05-24T08:20:00Z,16.4,0.0,689
2025-05-24T08:20:00Z,16.4,0.0,713
2025-05-24T08:40:00Z,16.2,0.0,759
2025-05-24T09:00:00Z,17.3,0.0,770
2025-05-24T09:20:00Z,16.3,0.0,803
2025-05-24T09:20:00Z,16.3,0.0,736
2025-05-24T09:40:00Z,16.9,0.0,843
2025-05-24T10:00:00Z,17.9,0.0,904
2025-05-24T10:20:00Z,17.6,0.0,932
2025-05-24T10:30:00Z,18.6,0.0,932
2025-05-24T10:40:00Z,18.2,0.0,987
2025-05-24T10:50:00Z,18.5,0.0,990
2025-05-24T11:10:00Z,19.1,0.0,978
2025-05-24T11:30:00Z,19.7,0.0,1009
2025-05-24T11:40:00Z,20.1,0.0,983
2025-05-24T11:50:00Z,19.2,0.0,984
2025-05-24T12:10:00Z,20.6,0.0,1009
2025-05-24T12:30:00Z,19.9,0.0,985
2025-05-24T12:50:00Z,20.3,0.0,953
2025-05-24T12:50:00Z,20.3,0.0,945
2025-05-24T13:10:00Z,20.6,0.0,929
2025-05-24T13:20:00Z,20.3,0.0,925
2025-05-24T13:40:00Z,20.6,0.0,856
2025-05-24T13:50:00Z,20.8,0.0,856
2025-05-24T14:10:00Z,20.0,0.0,819
2025-05-24T14:20:00Z,20.9,0.0,792
