time,temp_degC,precip_mm,irrad_W_m2
2025-06-10T07:50:00Z,20.3,0.0,567
2025-06-10T08:00:00Z,20.7,0.0,626
2025-06-10T08:20:00Z,21.6,0.0,681
2025-06-10T08:20:00Z,21.6,0.0,699
2025-06-10T08:50:00Z,22.5,0.0,727
2025-06-10T09:00:00Z,21.5,0.0,766
2025-06-10T09:20:00Z,23.0,0.0,808
2025-06-10T09:20:00Z,23.0,0.0,808
2025-06-10T09:50:00Z,22.8,0.0,860
2025-06-10T10:00:00Z,23.1,0.0,860
2025-06-10T10:20:00Z,23.5,0.0,895
2025-06-10T10:30:00Z,23.3,0.0,895
2025-06-10T10:50:00Z,23.2,0.0,927
2025-06-10T10:50:00Z,23.2,0.0,929
2025-06-10T11:20:00Z,24.8,0.0,931
2025-06-10T11:30:00Z,24.1,0.0,929
2025-06-10T11:50:00Z,24.7,0.0,894
2025-06-10T12:00:00Z,24.6,0.0,910
2025-06-10T12:10:00Z,24.7,0.0,913
2025-06-10T12:30:00Z,24.9,0.0,893
2025-06-10T12:50:00Z,25.1,0.0,888
2025-06-10T13:00:00Z,25.7,0.0,874
2025-06-10T13:20:00Z,25.2,0.0,866
2025-06-10T13:30:00Z,25.4,0.0,785
2025-06-10T13:50:00Z,25.8,0.0,736
2025-06-10T14:00:00Z,25.5,0.0,736
2025-06-10T14:20:00Z,25.6,0.0,702
2025-06-10T14:30:00Z,26.0,0.0,630
