time,temp_degC,precip_mm,irrad_W_m2
2025-05-25T07:40:00Z,16.2,0.0,582
2025-05-25T08:00:00Z,16.4,0.0,608
2025-05-25T08:20:00Z,16.8,0.0,698
2025-05-25T08:30:00Z,17.0,0.0,586
2025-05-25T08:50:00Z,17.7,0.0,755
2025-05-25T08:50:00Z,17.7,0.0,793
2025-05-25T09:10:00Z,16.8,0.0,897
2025-05-25T09:30:00Z,17.7,0.0,885
2025-05-25T09:50:00Z,17.7,0.0,884
2025-05-25T10:00:00Z,18.3,0.0,757
2025-05-25T10:20:00Z,18.6,0.0,797
2025-05-25T10:30:00Z,19.4,0.0,949
2025-05-25T10:50:00Z,19.9,0.0,957
2025-05-25T11:00:00Z,19.7,0.0,973
2025-05-25T11:20:00Z,20.1,0.0,890
2025-05-25T11:30:00Z,20.4,0.0,890
2025-05-25T11:50:00Z,20.2,0.0,1032
2025-05-25T12:00:00Z,19.9,0.0,602
2025-05-25T12:20:00Z,21.0,0.0,977
2025-05-25T12:30:00Z,20.7,0.0,1015
2025-05-25T12:50:00Z,20.4,0.0,623
2025-05-25T12:50:00Z,20.4,0.0,623
2025-05-25T13:20:00Z,21.0,0.0,708
2025-05-25T13:30:00Z,21.4,0.0,997
2025-05-25T13:50:00Z,21.8,0.0,831
2025-05-25T14:00:00Z,20.7,0.0,353
2025-05-25T14:20:00Z,20.6,0.0,473
2025-05-25T14:30:00Z,20.4,0.0,383
2025-05-25T22:50:00Z,16.5,0.0,0
2025-05-25T22:50:00Z,16.5,0.0,0
2025-05-25T23:20:00Z,16.1,0.0,0
2025-05-25T23:30:00Z,16.5,0.0,0
