time,temp_degC,precip_mm,irrad_W_m2
2025-06-28T07:50:00Z,26.8,0.0,639
2025-06-28T08:00:00Z,27.2,0.0,665
2025-06-28T08:10:00Z,26.1,0.0,689
2025-06-28T08:20:00Z,25.8,0.0,713
2025-06-28T08:40:00Z,27.0,0.0,779
2025-06-28T09:00:00Z,27.7,0.0,800
2025-06-28T09:20:00Z,27.9,0.0,821
2025-06-28T09:20:00Z,27.9,0.0,837
2025-06-28T09:40:00Z,30.1,0.0,871
2025-06-28T10:00:00Z,29.9,0.0,897
2025-06-28T10:20:00Z,30.0,0.0,920
2025-06-28T10:20:00Z,30.0,0.0,920
2025-06-28T10:40:00Z,29.6,0.0,937
2025-06-28T11:00:00Z,30.4,0.0,948
2025-06-28T11:20:00Z,30.9,0.0,955
2025-06-28T11:30:00Z,31.0,0.0,957
2025-06-28T11:50:00Z,32.0,0.0,956
2025-06-28T11:50:00Z,32.0,0.0,952
2025-06-28T12:10:00Z,32.6,0.0,948
2025-06-28T12:20:00Z,31.7,0.0,941
2025-06-28T12:50:00Z,32.5,0.0,914
2025-06-28T13:00:00Z,32.4,0.0,902
2025-06-28T13:10:00Z,33.4,0.0,888
2025-06-28T13:30:00Z,33.1,0.0,857
2025-06-28T13:40:00Z,32.7,0.0,839
2025-06-28T14:00:00Z,33.1,0.0,821
2025-06-28T14:20:00Z,33.4,0.0,782
2025-06-28T14:30:00Z,32.5,0.0,738
