time,temp_degC,precip_mm,irrad_W_m2
2025-05-26T07:40:00Z,18.3,0.0,651
2025-05-26T07:50:00Z,18.4,0.0,680
2025-05-26T08:10:00Z,18.6,0.0,702
2025-05-26T08:30:00Z,20.1,0.0,735
2025-05-26T08:50:00Z,20.1,0.0,710
2025-05-26T08:50:00Z,20.1,0.0,781
2025-05-26T09:20:00Z,20.5,0.0,710
2025-05-26T09:30:00Z,21.2,0.0,710
2025-05-26T09:50:00Z,20.8,0.0,546
2025-05-26T09:50:00Z,20.8,0.0,546
2025-05-26T10:10:00Z,20.9,0.0,445
2025-05-26T10:20:00Z,20.3,0.0,445
2025-05-26T10:50:00Z,21.5,0.0,675
2025-05-26T10:50:00Z,21.5,0.0,930
2025-05-26T11:10:00Z,22.3,0.0,1011
2025-05-26T11:20:00Z,22.9,0.0,1011
2025-05-26T11:50:00Z,24.3,0.0,636
2025-05-26T11:50:00Z,24.3,0.0,1195
2025-05-26T12:20:00Z,23.2,0.0,1114
2025-05-26T12:30:00Z,25.7,0.0,1061
2025-05-26T12:50:00Z,23.3,0.0,627
2025-05-26T12:50:00Z,23.3,0.0,627
2025-05-26T13:20:00Z,25.3,0.0,958
2025-05-26T13:30:00Z,24.0,0.0,958
2025-05-26T13:50:00Z,25.2,0.0,858
2025-05-26T13:50:00Z,25.2,0.0,858
2025-05-26T14:20:00Z,24.8,0.0,620
2025-05-26T14:30:00Z,24.9,0.0,620
