DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
 - Modified by Andrea F. Battaglia for the night-sky scan
Version: 2025-03-03

TIME [UT], Azimuth[deg], Elevation[deg], Message
 0.00000, 183.400,  60.500, Reference positions.
 0.01667, 115.000,  75.000, New tracking position
 0.03361, 125.000,  75.000, New tracking position
 0.05028, 135.000,  75.000, New tracking position
 0.06694, 145.000,  75.000, New tracking position
 0.08361, 155.000,  75.000, New tracking position
 0.10028, 165.000,  75.000, New tracking position
 0.11667, 175.000,  75.000, New tracking position
 0.13333, 185.000,  75.000, New tracking position
 0.15000, 195.000,  75.000, New tracking position
 0.16667, 205.000,  75.000, New tracking position
 0.18333, 215.000,  75.000, New tracking position
 0.20000, 225.000,  75.000, New tracking position
 0.21667, 235.000,  75.000, New tracking position
 0.23333, 245.000,  75.000, New tracking position
 0.25000, 255.000,  75.000, New tracking position
 0.26667, 250.000,  70.000, New tracking position
 0.28333, 240.000,  70.000, New tracking position
 0.30000, 230.000,  70.000, New tracking position
 0.31667, 220.000,  70.000, New tracking position
 0.33361, 210.000,  70.000, New tracking position
 0.35028, 200.000,  70.000, New tracking position
 0.36694, 190.000,  70.000, New tracking position
 0.38361, 180.000,  70.000, New tracking position
 0.40028, 170.000,  70.000, New tracking position
 0.41694, 160.000,  70.000, New tracking position
 0.43361, 150.000,  70.000, New tracking position
 0.45028, 140.000,  70.000, New tracking position
 0.46694, 130.000,  70.000, New tracking position
 0.48333, 120.000,  70.000, New tracking position
 0.50000, 110.000,  70.000, New tracking position
 0.51667, 105.000,  65.000, New tracking position
 0.53333, 115.000,  65.000, New tracking position
 0.55000, 125.000,  65.000, New tracking position
 0.56667, 135.000,  65.000, New tracking position
 0.58333, 145.000,  65.000, New tracking position
 0.60000, 155.000,  65.000, New tracking position
 0.61667, 165.000,  65.000, New tracking position
 0.63333, 175.000,  65.000, New tracking position
 0.65000, 185.000,  65.000, New tracking position
 0.66667, 195.000,  65.000, New tracking position
 0.68333, 205.000,  65.000, New tracking position
 0.70000, 215.000,  65.000, New tracking position
 0.71694, 225.000,  65.000, New tracking position
 0.73361, 235.000,  65.000, New tracking position
 0.75028, 245.000,  65.000, New tracking position
 0.76694, 255.000,  65.000, New tracking position
 0.78361, 250.000,  60.000, New tracking position
 0.80028, 240.000,  60.000, New tracking position
 0.81694, 230.000,  60.000, New tracking position
 0.83361, 220.000,  60.000, New tracking position
 0.85028, 210.000,  60.000, New tracking position
 0.86694, 200.000,  60.000, New tracking position
 0.88361, 190.000,  60.000, New tracking position
 0.90028, 180.000,  60.000, New tracking position
 0.91667, 170.000,  60.000, New tracking position
 0.93333, 160.000,  60.000, New tracking position
 0.95000, 150.000,  60.000, New tracking position
 0.96667, 140.000,  60.000, New tracking position
 0.98333, 130.000,  60.000, New tracking position
 1.00000, 120.000,  60.000, New tracking position
 1.01667, 110.000,  60.000, New tracking position
 1.03333, 105.000,  55.000, New tracking position
 1.05000, 115.000,  55.000, New tracking position
 1.06667, 125.000,  55.000, New tracking position
 1.08333, 135.000,  55.000, New tracking position
 1.10028, 145.000,  55.000, New tracking position
 1.11694, 155.000,  55.000, New tracking position
 1.13361, 165.000,  55.000, New tracking position
 1.15028, 175.000,  55.000, New tracking position
 1.16694, 185.000,  55.000, New tracking position
 1.18361, 195.000,  55.000, New tracking position
 1.20000, 205.000,  55.000, New tracking position
 1.21667, 215.000,  55.000, New tracking position
 1.23333, 225.000,  55.000, New tracking position
 1.25000, 235.000,  55.000, New tracking position
 1.26667, 245.000,  55.000, New tracking position
 1.28333, 255.000,  55.000, New tracking position
 1.30000, 250.000,  50.000, New tracking position
 1.31667, 240.000,  50.000, New tracking position
 1.33333, 230.000,  50.000, New tracking position
 1.35000, 220.000,  50.000, New tracking position
 1.36694, 210.000,  50.000, New tracking position
 1.38361, 200.000,  50.000, New tracking position
 1.40028, 190.000,  50.000, New tracking position
 1.41694, 180.000,  50.000, New tracking position
 1.43361, 170.000,  50.000, New tracking position
 1.45028, 160.000,  50.000, New tracking position
 1.46667, 150.000,  50.000, New tracking position
 1.48333, 140.000,  50.000, New tracking position
 1.50000, 130.000,  50.000, New tracking position
 1.51667, 120.000,  50.000, New tracking position
 1.53333, 110.000,  50.000, New tracking position
 1.55000, 105.000,  45.000, New tracking position
 1.56667, 115.000,  45.000, New tracking position
 1.58333, 125.000,  45.000, New tracking position
 1.60000, 135.000,  45.000, New tracking position
 1.61667, 145.000,  45.000, New tracking position
 1.63361, 155.000,  45.000, New tracking position
 1.65028, 165.000,  45.000, New tracking position
 1.66694, 175.000,  45.000, New tracking position
 1.68361, 185.000,  45.000, New tracking position
